id,Model,Display name,Hugging Face developer id,Version release date,Notes,Link,Aider’s polyglot benchmark,OS World (Screenshot),LiveBench,Balrog,The Agent Company,AidanBench,WeirdML V1,WebDevArena,SimpleBench,Factorio Learning Environment,HCAST,RE-Bench,MCBench,VendingBench,METR horizon lengths,Cybench,Lech Mazur Writing,TEMPLATE,GeoBench,Fiction.LiveBench,CadEval,VPCT,HellaSwag,OpenBookQA,WinoGrande,MMLU,BBH,TriviaQA,autoadvexbench,Terminal Bench,BrowseComp,OSUniverse,VideoMME,GSO-Bench,GSM8K,CommonSenseQA 2,SuperGlue,LAMBADA,BoolQ,PIQA,ARC AGI,Adversarial NLI,ScienceQA,DeepResearch Bench,WeirdML V2,ARC AI2,EnigmaEval,VISTA,ToolComp,Has external benchmark result on hub (WIP),TEMPLATE copy
Llama-3.2-11B-Vision-Instruct,Llama 3.2 11B,,meta-llama,2024-09-24,"Knowledge cutoff date is December 1, 2023, according to https://huggingface.co/meta-llama/Llama-3.2-90B-Vision-Instruct.",https://huggingface.co/meta-llama/Llama-3.2-11B-Vision-Instruct,,,,recPgyvQTfFeS5y6w,,meta-llama/llama-3.2-11b-vision-instruct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recWnniXouSZqy2iz,,1,
Qwen2-VL-72B-Instruct,,,Qwen,2024-08-29,,,,,,recArad880ZgrbLfj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recNTV6TuKBZxUPMJ,,,,,,,,,,,,,,,recju4r2O3V6tCFSF,,1,
Llama-3.2-3B-Instruct,Llama 3.2 3B,,meta-llama,2024-09-24,"Knowledge cutoff date is December 1, 2023, according to https://huggingface.co/meta-llama/Llama-3.2-3B-Instruct.",,,,,recwneInyMuZawoFC,,meta-llama/llama-3.2-3b-instruct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Llama-3.2-1B-Instruct,Llama 3.2 1B,,meta-llama,2024-09-24,"Knowledge cutoff date is December 1, 2023, according to https://huggingface.co/meta-llama/Llama-3.2-3B-Instruct.",,,,,recX2FEa3w9GQpsGc,,meta-llama/llama-3.2-1b-instruct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Qwen2-VL-7B-Instruct,,,Qwen,2024-08-29,,,,,,recBFyLHvaPPkNhv7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recWRrzvp9jl8TpKx,,,,,,,,,,,,,,,,,1,
amazon.nova-pro-v1:0,Amazon Nova Pro,,,2024-12-03,,,,,amazon.nova-pro-v1:0,,OpenHands + Amazon Nova Pro V1:0,,,,,,,,,,,,recJLuoiCnHOIXETL,,,,,,,,,recIRlQ5EAWn5dxqD,,,,,,,,,,,,,,,,,,,,,,recUsgI65NHt2JCNa,recSVGEbjrRsE5dlI,0,
Phi-3-mini-4k-instruct,phi-3-mini 3.8B,,microsoft,2024-04-23,,https://huggingface.co/microsoft/Phi-3-mini-4k-instruct,,,"phi-3-mini-4k-instruct,phi-3-mini-128k-instruct",,,,,,,,,,,,,,,,,,,,recMJYP7H2VFfBaU5,"recGJPRGYdYCQ5VHo,recwHz5iXxJOt3fJZ,receyJ3VCrGAW8rJz",rec8NmM7FImqk915G,recBm3x8Mkas41pg2,recUKkMoByKnWpuUZ,recXplA8GrPMhfKW1,,,,,,,,,,,,,,recRK7mjPoMNvdB2G,,,,recFlvyWCd6NoUbI5,,,,0,
OLMo-2-1124-13B-Instruct,OLMo 2 Furious 13B,,allenai,2024-12-31,,,,,olmo-2-1124-13b-instruct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
Phi-3-mini-128k-instruct,phi-3-mini 3.8B,,microsoft,2024-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
Phi-3-small-8k-instruct,phi-3-small 7.4B,,microsoft,2024-04-23,,,,,phi-3-small-8k-instruct,,,,,,,,,,,,,,,,,,,,rechnntOSjcnmoV5r,recXqivQrRpdZQZOr,rectBk3iRc4LVIqKf,reclGoqueJP6ji9WZ,recKjdHfv3VjEMtsb,recXHoTSIBIjrb2hr,,,,,,,,,,,,,,reczstKSIPrFDyOvb,,,,recxwZXkfAY9VYS4M,,,,0,
c4ai-command-r-08-2024,,,CohereForAI,2024-08-30,,,,,command-r-08-2024,,,,,,,,,,,,,,,,,,,,,,,recalVfY5uZ17cXy1,,,,,,,,,,,,,,,,,,,,,,,,0,
amazon.nova-micro-v1:0,Amazon Nova Micro,,,2024-12-03,,,,,amazon.nova-micro-v1:0,,,,,,,,,,,,,,,,,,,,,,,recMu6jniW4Q1aHhj,,,,,,,,,,,,,,,,,,,,,,,recqvFnF9gBI1A6sP,0,
c4ai-command-r-plus-08-2024,Command R+,,CohereForAI,2024-08-30,,,,,command-r-plus-08-2024,,,,,,recMrDg2K2bDD6w9J,,,,,,,,,,,,,,,,,rectFxVzTinEXE5UP,,,,,,,,,,,,,,,,,,,,,,,recvuIvRy4o53sczW,1,
amazon.nova-lite-v1:0,Amazon Nova Lite,,,2024-12-03,,,,,amazon.nova-lite-v1:0,,,,,,,,,,,,,,,,,,,,,,,reccNX56mRCIhx9ok,,,,,,,,,,,,,,,,,,,,,,recrA0DXcyXAevzS2,recUufJpUxjvSEK1i,0,
QwQ-32B-Preview,QwQ-32B,,Qwen,2024-11-28,,,,,qwq-32b-preview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
o3-mini-2025-01-31_low,o3-mini,,,2025-01-31,"Knowledge cutoff date of 03-mini is September 30, 2023, according to https://platform.openai.com/docs/models/o3-mini.",,,,o3-mini-2025-01-31-low,,,openai/o3-mini:low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recoKTXJX6Wtyzmyn,,,,,,,,,0,
sonar,,Perplexity Sonar,,,,https://docs.perplexity.ai/guides/model-cards,,,perplexity-sonar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
Qwen2.5-Coder-32B-Instruct,Qwen2.5-Coder (32B),,Qwen,2024-11-21,,,"recoyJG3t2fzQ52qJ,rec59tnsvtbsczej7",,qwen2.5-coder-32b-instruct,,,,,recZqTIAehJCPRyy6,,,,,,,,,,,,,,,,,,,,,,,,,,,reckQ3NF72z9ICZI6,,,,,,,,,,,,,,,1,
c4ai-command-a-03-2025,Cohere Command A,,CohereForAI,2025-03-13,,,recObZ1Vigx8xfynx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
codestral-2501,Codestral,,,2025-01-13,,https://mistral.ai/news/codestral-2501,recqT3OZg5zjaI5oE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
grok-3-beta,Grok 3,,,2025-04-09,,,recxcFVs5GAmiu4VS,,,recOo6W8q0IzNh3Fz,,x-ai/grok-beta,recGwatEW47Wbg7QZ,recfCHpJwlJ1lYx5X,,,,,,,,,rec2jPjbcJQabiidK,,,recAQD3j7HwNBWHJc,,,,,,,,,,recKOBOp12o2sMvxs,,,,,,,,,,,,,,,,,,,,1,
grok-3-mini-beta_low,Grok-3 mini,,,2025-04-09,,,recAgOnnJfaE7mIta,,,,,,,,,,,,,,,,recS4R7WEzc0s9V7x,,,,,,,,,,,,,,,,,,,,,,,,recUL8yDJO8uotk8q,,,,,,,,,1,
grok-3-mini-beta_high,Grok-3 mini,,,2025-04-09,,,recDFJuDElv6ujOzB,,,,,,recFwPHYLxAhmdwVM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
gemini-1.5-flash-0514,Gemini 1.5 Flash,,,2024-05-14,"Gemini 1.5 Flash (gemini-1.5-flash-preview-0514) is available in Preview. Gemini 1.5 Flash is a multimodal model designed for fast, high volume, cost-effective text generation and chat applications. It can analyze text, code, audio, PDF, video, and video with audio.",https://cloud.google.com/vertex-ai/generative-ai/docs/release-notes#May_14_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
gpt-4.1-2025-04-14,GPT-4.1,GPT-4.1,,2025-04-14,"This is the current version of this model and has a knowledge cutoff date of May 31, 2024, according to https://learn.microsoft.com/en-us/azure/ai-services/openai/concepts/models?tabs=global-standard%2Cstandard-chat-completions#gpt-41-series.",,recLZ9wzZof5nDN7z,,,,,,recrlD722CGKruqnK,rec8hNzDMIzA5RXxq,recXeUQqhdaSXasO2,,,,,,,,,,rec85xrmzw8WaUL5H,recsSWb66UgmmizaT,recvDzUaVY5lEc1YR,,,,,,,,,"recVIdPAUDakmSij0,reccyI4aWNN41GEYb",,,,,,,,,,,rec3x5nkdnWzgTzeC,,,,recOD22bjdiSPqTnP,,recrUi1jqyDY4rRfX,recNgyLXQPjujc7Xc,,1,
gpt-4.1-mini-2025-04-14,GPT-4.1 mini,GPT-4.1 mini,,2025-04-14,"This is the current version of this model and has a knowledge cutoff date of May 31, 2024, according to https://learn.microsoft.com/en-us/azure/ai-services/openai/concepts/models?tabs=global-standard%2Cstandard-chat-completions#gpt-41-series.",,recga7XsHS6ITtdvx,,,,,,recKaBcRnjzzUJl47,recmBglMHLXb6m6s8,,,,,,,,,,,,recTq2bSBrRw3Y4IQ,recZA4b2nHwHQAFhL,,,,,,,,,,,,,,,,,,,,recFVGAte0Uy8kc22,,,,recYTpsoV61tqQPyp,,,rec2kDotXwFMtQpBs,,1,
gpt-4.1-nano-2025-04-14,GPT-4.1 nano,GPT-4.1 nano,,2025-04-14,"This is the current version of this model and has a knowledge cutoff date of May 31, 2024, according to https://learn.microsoft.com/en-us/azure/ai-services/openai/concepts/models?tabs=global-standard%2Cstandard-chat-completions#gpt-41-series.",,reciZgnWy0kynTOqe,,,,,,recSK2zSP4jlmeJ4a,,,,,,,,,,,,,recGABpbpnWCKfE8t,,,,,,,,,,,,,,,,,,,,,recNs9X6RPBPUfcRN,,,,recUJYFZqBsEuykUe,,,recz2p2s6LX361gtP,,1,
Qwen2.5-VL-72B-Instruct,Qwen2.5-72B,,Qwen,2024-09-19,,https://huggingface.co/Qwen/Qwen2.5-VL-72B-Instruct,,Qwen2.5-vl-72B,,,,,,,,,,,,,,,,,recYbzPfMGsVvfzsa,,,,,,,,,,,,,recVwsWsTN123cM0Q,recyqau4pcAgM8IdV,,,,,,,,,,,,,,,,,1,
gemini-exp-1206,Gemini 2.0 Flash,,,2024-12-06,,https://blog.google/feed/gemini-exp-1206/,recAV1zatcIxsAzWB,,gemini-exp-1206,,,,,,rechDCACKgdAKATMz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
gemini-2.0-flash-exp,Gemini 2.0 Flash,,,2024-12-11,"Knowledge cutoff date appears to be August 1, 2024, according to https://aimlapi.com/models/gemini-2-0-flash-experimental and https://web.archive.org/web/20250318112218/https://ai.google.dev/gemini-api/docs/models/gemini#model-versions.",,reclpgowW0bcfFaLe,,gemini-2.0-flash-exp,,,google/gemini-2.0-flash-exp,recXWmn99nAk8aSQU,recpt2SS6EgSsH1Uz,recpuJCN7xqjCU4hn,,,,,,,,recSGTGdSd09Lb6L8,,,,,,,,,recGFT80UG5ZvEXom,,,,,,,,,,,,,,,,,,,,,,recqTYQvHL8jSdTou,rec2XQ3UiZHg05iHA,1,
qwen2.5-max,Qwen2.5-Max,,,2025-01-28,,,,,qwen2.5-max,,,,,recIyrfsEqGZ5NqkT,,,,,,,,,reckFMjYS4y6kWND5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
gemini-2.0-flash-lite,Gemini 2.0 Flash-Lite,,,2025-02-05,"Knowledge cutoff date is August 1, 2024, according to https://ai.google.dev/gemini-api/docs/models.",,,,gemini-2.0-flash-lite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
gemini-2.0-flash-lite-001,Gemini 2.0 Flash-Lite,,,2025-02-25,"Knowledge cutoff date is June 1, 2024, according to https://cloud.google.com/vertex-ai/generative-ai/docs/models/gemini/2-0-flash-lite.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
gemini-2.0-flash-lite-preview-02-05,Gemini 2.0 Flash-Lite,,,2025-02-05,"Knowledge cutoff date appears to be August 1, 2024, according to https://web.archive.org/web/20250318112218/https://ai.google.dev/gemini-api/docs/models.",,,,gemini-2.0-flash-lite-preview-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rectj0xorRBeWT71H,recIEKbV0bsUsCPnA,0,
sonar-pro,Sonar,,,2025-01-21,,https://www.perplexity.ai/hub/blog/introducing-the-sonar-pro-api,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
Dracarys2-Llama-3.1-70B-Instruct,,,abacusai,2024-08-14,"The base model has a knowledge cutoff date of December 1, 2023, according to https://huggingface.co/meta-llama/Llama-3.1-70B-Instruct.",https://huggingface.co/abacusai/Dracarys2-Llama-3.1-70B-Instruct,,,dracarys2-llama-3.1-70b-instruct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
Dracarys2-72B-Instruct,,,abacusai,2024-09-30,,https://huggingface.co/abacusai/Dracarys2-72B-Instruct,,,dracarys2-72b-instruct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
learnlm-1.5-pro-experimental,,,,,,,,,learnlm-1.5-pro-experimental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
gemini-2.0-flash-02-05,Gemini 2.0 Flash,,,2025-02-05,"Knowledge cutoff date is August 1, 2024, according to https://ai.google.dev/gemini-api/docs/models.",,,,,,,,,,,recLCw8Fe3aGckwa1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec3UkDQKtJye4uaW,receKqoKLK76jx47i,,1,
claude-3-7-sonnet-20250219_8K,Claude 3.7 Sonnet,Claude 3.7 Sonnet (8k thinking),,2025-02-24,"Knowledge cutoff date is likely November 1, 2024, the same as that of claude-3-7-sonnet-20250219, according to https://docs.anthropic.com/en/docs/about-claude/models/overview.",,,,,,,,recSZ658myyP4ybJH,,,,,,,,,,,,,recicBevhaGuqHc8k,,,,,,,,,,,,,,,,,,,,,reckQgsdCUEH1BmYZ,,,,,,,,,1,
CUA,Computer-Using Agent (CUA),,,2025-01-23,,,,"OpenAI CUA (200 steps),OpenAI CUA (15 steps)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
o3-2025-04-16_medium,o3,o3 (medium),,2025-04-16,"Knowledge cutoff date of o3 is May 31, 2024, according to https://platform.openai.com/docs/models/o3.",,rec6DP0rm1WZjXNb1,,,,,,,rec8Eg2KdgjeEWepd,,,,,,,recFSX9NsirVMms25,,recaq2pSAD6GGfn5w,,recyDcak8Z17j2dz8,rectq32FQAnUPr23W,receLc2LaThHq7BXT,recFneRecBUyPfN2q,,,,,,,,recV9BNYucqd7iG2f,,,,,,,,,,,reczsOK58YJa6GAAz,,,recZOsBdFIcclcWLC,,,recIG3JpLZ6yADz7L,recBXRPDlHu8xivvs,,1,
o3-2025-04-16_high,o3,o3 (high),,2025-04-16,"Knowledge cutoff date of o3 is May 31, 2024, according to https://platform.openai.com/docs/models/o3.",,recxVJrYlQfsAsfER,,,,,,recD4MjR9Ux0GmeL1,,recI5aJlmr2NrvE0V,,,,,,,,,,recMNCiUt6YNqVDKL,,,,,,,,,,,,,,,recyrQ4JUWjfKS1xR,,,,,,,recyX2f3amNA4ZPUQ,,,,recSCZGZmZVpfZcHB,,recvOO4z0SPTrNpmi,reckRQGRLcyGhLRMr,,1,
o4-mini-2025-04-16_medium,o4-mini,o4-mini (medium),,2025-04-16,"Knowledge cutoff date of o4-mini is May 31, 2024, according to https://platform.openai.com/docs/models/o4-mini.",,,,,,,,,recYYFJaDgK5GBUoy,,,,,,,recTsdWFhES9SchXH,,recl393uYsVbqAdgp,,recUod4Wgb4Jaz8cA,recLBEgSpvxFhqIG7,recK4177uAx9FjJAz,recMIWcdIKL4MZxYy,,,,,,,,"recEf1xgRFBHW2DL9,recRd8hJ5wfQSe3Vi,recDbDDaq781rDLYy",,,,,,,,,,,recFnX3IAcQd2NffG,,,,,,recR5qi924vZkBO3J,recID8QV5JowzbYXn,,1,
o4-mini-2025-04-16_high,o4-mini,o4-mini (high),,2025-04-16,"Knowledge cutoff date of o4-mini is May 31, 2024, according to https://platform.openai.com/docs/models/o4-mini.",,recl9fv7t1P1NNdYa,,,,,,recWBqX8kZIlrAw29,,recodGIOZHwIsosFv,,,,,,,,,,rec1VvZVwbTipNWEC,,,,,,,,,,,,,,,recq2Mzz81PDsAp4v,,,,,,,receup1qngSep4blO,,,,recSHUB127PDQxkfv,,reccospQ4T8VnvOz8,recfbyZZPe16kH5dW,,1,
gemini-2.5-flash-preview-04-17,Gemini 2.5 Flash,Gemini 2.5 Flash Preview (Apr 2025),,2025-04-17,"Knowledge cutoff date is January 1, 2025, according to https://9to5google.com/2025/04/17/gemini-2-5-flash-preview-launch/.",,recnt3fyqCYRO97Xc,,,,,,,,,,,,,,,,,,recZQKTTSvZulfgVB,recq3pfN7UN5ydgLW,,recDPItICe3yrLPoM,,,,,,,,recyscDbMlLslAuHr,,,,,,,,,,,,,,,,,,,,1,
o3-2025-04-16_low,o3,o3 (low),,2025-04-16,"Knowledge cutoff date of o3 is May 31, 2024, according to https://platform.openai.com/docs/models/o3.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recmynZQA4oogWrzw,,,,,,,,,0,
o4-mini-2025-04-16_low,o4-mini,o4-mini (low),,2025-04-16,"Knowledge cutoff date of o4-mini is May 31, 2024, according to https://platform.openai.com/docs/models/o4-mini.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reci1Fl7wFPBUAxIi,,,,,,,,,0,
yi-lightning,Yi-Lightning,,,2024-12-02,Only a technical report available,https://huggingface.co/papers/2412.01253,recw2nF8a1PVHJmeU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Llama-4-Maverick-17B-128E-Instruct,Llama 4 Maverick,Llama 4 Maverick,meta-llama,2025-04-05,"Knowledge cutoff date is August 1, 2024, according to https://huggingface.co/meta-llama/Llama-4-Maverick-17B-128E-Instruct.",,rectZuHXsjT3SSoQ8,,,,,,recCsOoK99tcWi0rk,recpMEwdZMYc7hdfv,recXdYB88sX3J1uDn,,,,,,,,recNUH31w7Wo1y6BP,,recZ3e3Hb3wbvXFIV,,,,,,,,,,,recrnEQfyhorGSYUx,,,,,,,,,,,rec0EiReUxsja9Iui,,,,recOirGXtvoehxH10,,recS2SJ5rCcm6tRdi,recDpIuuqZbXFOnDO,,1,
QwQ-32B-Preview-Q8_0-GGUF,QwQ-32B,,Triangle104,2024-12-27,,https://huggingface.co/Triangle104/QwQ-32B-Preview-Q8_0-GGUF,,,,,,,reczYxDVeBp62cnqX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
Qwen2.5-Coder-32B-Instruct-Q8_0-GGUF,Qwen2.5-32B,,Lucy-in-the-Sky,2025-02-16,,https://huggingface.co/Lucy-in-the-Sky/Qwen2.5-Coder-32B-Instruct-Q8_0-GGUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
Llama-3.3-70B-Instruct-Q8_0-GGUF-draft,Llama 3.3 70B,,hope-hui,2025-03-20,"Converted to gguf format from Llama-3.3-70B-Instruct, which has a knowledge cutoff date of December 1, 2023, according to https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct.",https://huggingface.co/hope-hui/Llama-3.3-70B-Instruct-Q8_0-GGUF-draft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
gemini-2.0-flash-thinking-exp-1219,Gemini 2.0 Flash Thinking,,,2024-12-19,"Knowledge cutoff date appears to be August 1, 2024, according to https://www.neowin.net/news/google-takes-on-openai-o1-series-with-the-new-gemini-20-flash-thinking-model/.",,,,,,,google/gemini-2.0-flash-thinking-exp-1219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
qwen-plus-2025-04-28,Qwen Plus,,,2025-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
gpt-3.5-turbo-instruct,GPT-3.5 Turbo,,,2023-09-18,"This model seems to have had a knowledge cutoff date of September 1, 2021, according to https://learn.microsoft.com/en-us/azure/ai-services/openai/concepts/models?tabs=global-standard%2Cstandard-chat-completions#gpt-35.",,,,,,,,,,,,,,,,rec7jJ3gfq0bIgHN4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
gpt2-xl,GPT-2 (1.5B),,openai-community,2019-11-05,,https://huggingface.co/openai-community/gpt2-xl,,,,,,,,,,,,,,,rec8JOj4dfN5bKICN,,,,,,,,rechzRZkyb0rIGBL4,recsEQtJDmLV1Xcch,"rec9CyRHN8LPTzTOx,rec4vKSLgu8gPF3BP",,,,,,,,,,,,,,recLUbtWDOXZleRu3,recUOcFFT7hhkGKpZ,,,,,,recKlotp4q8bnKtwd,,,,1,
llama3.1:405b-instruct-q4_K_M,Llama 3.1-405B,,,2024-07-23,"Based on Llama 3.1, which has a knowledge cutoff date of December 1, 2023, according to https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct.",https://ollama.com/library/llama3.1:405b-instruct-q4_K_M,,,,,,,recWYhndFI4OzI4Nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
llama3.3:70b-instruct-q8_0,Llama 3.3 70B,,,2024-12-06,"Knowledge cutoff date appears to be December 1, 2023, according to https://build.nvidia.com/meta/llama-3_3-70b-instruct/modelcard.",https://ollama.com/library/llama3.3:70b-instruct-q8_0,,,,,,,reckCz70oACCVLifT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
llama3.1:8b-instruct-q8_0,Llama 3.1-8B,,,2024-07-23,"Based on Llama 3.1, which has a knowledge cutoff date of December 1, 2023, according to https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct.",https://ollama.com/library/llama3.1:8b-instruct-q8_0,,,,,,,recfOeIQnH8p4rUtN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
phi4:14b-q8_0,Phi-4,,,2025-02-26,,https://ollama.com/library/phi4:14b-q8_0,,,,,,,recdsdLfHcKRgzEfc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
Phi-4-reasoning,Phi-4,,microsoft,2025-04-30,,https://huggingface.co/microsoft/Phi-4-reasoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
gemma2:27b-instruct-q8_0,Gemma 2 27B,,,2024-06-27,,https://ollama.com/library/gemma2:27b-instruct-q8_0,,,,,,,recs5mOt1Mim3qYvL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
chatgpt-4o-11-25-2024,GPT-4o,,,2024-11-20,"Inferred from release notes, OpenAI API currently doesn't specify specific dates.
This model appears to have had a knowledge cutoff date of November 1, 2023, prior to January 29, 2025, according to https://help.openai.com/en/articles/9624314-model-release-notes#h_826f21517f.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
chatgpt-4o-01-29-2025,GPT-4o,,,2025-01-29,"Inferred from release notes, OpenAI API currently doesn't specify specific dates.
This model had a knowledge cutoff date of June 1, 2024, according to https://help.openai.com/en/articles/9624314-model-release-notes#h_826f21517f.",,recp5kdfipFh2xOZX,,,,,,,,,,,,,,,,,,,recbbzkiiGYbSKc0i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
chatgpt-4o-03-27-2025,GPT-4o,,,2025-03-27,"Inferred from release notes, OpenAI API currently doesn't specify specific dates.
This model appears to be called ChatGPT-4o by OpenAI, and chatgpt-4o-latest has a knowledge cutoff date of September 30, 2023, according to Chttps://platform.openai.com/docs/models/chatgpt-4o-latest",,recLUsXEZABVVkGMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Qwen3-235B-A22B,Qwen3-235B-A22B,,Qwen,2025-04-29,,https://huggingface.co/Qwen/Qwen3-235B-A22B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recQxexQ8ZXyXQfY3,,,,,1,recDdGlsP001nBKXD
Qwen3-30B-A3B,Qwen3-30B-A3B,,Qwen,2025-04-29,,https://huggingface.co/Qwen/Qwen3-30B-A3B,,,,,,,recJ2GwkUjFaSk2YZ,,,,,,,,,,recJzfhOd5CQMu9pU,,,,,,,,,,,,,,,,,,,,,,,,,,,,reccesPAGx7VM9isY,,,,,1,recCp9DtGwM55oXFr
gemini-2.5-flash-preview-04-17 (16K thinking),Gemini 2.5 Flash,,,2025-04-17,"Knowledge cutoff date should be January 1, 2025, according to https://9to5google.com/2025/04/17/gemini-2-5-flash-preview-launch/.",https://developers.googleblog.com/en/start-building-with-gemini-25-flash/,,,,,,,recXqjqFSxTyqQtYl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
gemini-2.5-flash-preview-04-17 (24K thinking),Gemini 2.5 Flash,,,2025-04-17,"Knowledge cutoff date should be January 1, 2025, according to https://9to5google.com/2025/04/17/gemini-2-5-flash-preview-launch/.",https://developers.googleblog.com/en/start-building-with-gemini-25-flash/,,,,,,,,,,,,,,,,,rec8l7OvydxWXqfLG,,,,,,,,,,,,,,,,,,,,,,,,rec9VDig3HkReY0oP,,,,,,,,,0,
QwQ-32B (16K thinking),QwQ-32B,,Qwen,2025-03-05,,https://huggingface.co/Qwen/QwQ-32B,,,,,,,,,,,,,,,,,reciVOxUS1MVywwy0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
gemini-2.5-pro-preview-05-06,Gemini 2.5 Pro,Gemini 2.5 Pro Preview (Jun 2025),,2025-05-06,"Knowledge cutoff date is January 1, 2025, according to https://ai.google.dev/gemini-api/docs/models.",,recQXuPMHsN1f1pXT,,,,,,,,,,,,,,,,,,"recVj2Vj168vkJXaT,recEx1qcKpzEhL29G",rec8fA2rBmp1u5Oyc,,recJ6k9ReFhyFGQtA,,,,,,,,recX5HvDyy6ZhGNFj,,,,,,,,,,,,,,,,,recaewZb1hKLhXdzf,rec48Rmx2Wz8Y59d7,,1,
deepseek-prover-v2,DeepSeek-Prover-V2-671B,,deepseek-ai,2025-04-30,,https://huggingface.co/deepseek-ai/DeepSeek-Prover-V2-671B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
glm-z1-rumination-32b-0414,GLM-Z1-Rumination-32B-0414,,THUDM,2025-04-14,,https://huggingface.co/THUDM/GLM-Z1-Rumination-32B-0414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
